id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
2702,ESSB,medium_airport,Stockholm-Bromma Airport,59.35440063,17.94169998,47,EU,SE,SE-AB,Stockholm,yes,ESSB,BMA,,,https://en.wikipedia.org/wiki/Stockholm-Bromma_Airport,
2703,ESSD,medium_airport,Borlange Airport,60.42200089,15.51519966,503,EU,SE,SE-W,,yes,ESSD,BLE,,,https://en.wikipedia.org/wiki/Borl%C3%A4nge_Airport,
2704,ESSF,small_airport,Hultsfred Airport,57.525799,15.8233,366,EU,SE,SE-H,,yes,ESSF,HLF,,http://www.hultsfredairport.se/,https://en.wikipedia.org/wiki/Hultsfred_Airport,
2705,ESSK,medium_airport,Gävle Sandviken Airport,60.59329987,16.95140076,224,EU,SE,SE-X,Gävle / Sandviken,no,ESSK,GVX,,,,
2706,ESSL,medium_airport,Linköping City Airport,58.40620041,15.68050003,172,EU,SE,SE-E,Linköping,yes,ESSL,LPI,,http://www.linkopingsflygplats.se/,https://en.wikipedia.org/wiki/Link%C3%B6ping_SAAB_Airport,
2707,ESSP,medium_airport,Norrköping Airport,58.5862999,16.25060081,32,EU,SE,SE-E,Norrköping,yes,ESSP,NRK,,,https://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport,Kungsangen
2708,ESST,medium_airport,Torsby Airport,60.1576004,12.99129963,393,EU,SE,SE-S,,yes,ESST,TYF,,http://www.torsbyflygplats.se,https://en.wikipedia.org/wiki/Torsby_Airport,
2709,ESSU,medium_airport,Eskilstuna Airport,59.35110092,16.70840073,139,EU,SE,SE-D,Eskilstuna,no,ESSU,EKT,,,,
2710,ESSV,medium_airport,Visby Airport,57.66279984,18.34620094,164,EU,SE,SE-I,Visby,yes,ESSV,VBY,,https://www.swedavia.com/visby/,https://en.wikipedia.org/wiki/Visby_Airport,
29369,ESSW,small_airport,Västervik Airport,57.77999878,16.52359962,,EU,SE,SE-H,Västervik,no,ESSW,VVK,,,,
2711,ESTA,medium_airport,Ängelholm-Helsingborg Airport,56.29610062,12.84710026,68,EU,SE,SE-M,Ängelholm,yes,ESTA,AGH,,http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx,https://en.wikipedia.org/wiki/%C3%84ngelholm-Helsingborg_Airport,"ESDB, Ängelholm Air Base"
2713,ESUD,medium_airport,Storuman Airport,64.96089935,17.69659996,915,EU,SE,SE-AC,,yes,ESUD,SQO,,,https://en.wikipedia.org/wiki/Storuman_Airport,
29375,ESUE,small_airport,Idre Airport,61.86970139,12.68939972,,EU,SE,SE-W,Idre,no,ESUE,IDB,,,,
2715,ESUP,medium_airport,Pajala Airport,67.24559784,23.06889915,542,EU,SE,SE-BD,,no,ESUP,PJA,,,https://en.wikipedia.org/wiki/Pajala_Airport,
2716,ESUT,medium_airport,Hemavan Airport,65.80609894,15.08279991,1503,EU,SE,SE-AC,,yes,ESUT,HMV,,,https://en.wikipedia.org/wiki/Hemavan_Airport,
31534,ET-GLC,small_airport,Geladi Airport,6.98443985,46.42139816,1383,AF,ET,ET-SO,Geladi,no,HAGL,GLC,,,,
32294,ET-SHC,small_airport,Shire Inda Selassie Airport,14.0781002,38.27249908,6207,AF,ET,ET-TI,Shire Indasilase,yes,,SHC,,,,Indasilase
2717,ETAD,medium_airport,Spangdahlem Air Base,49.97269821,6.692500114,1197,EU,DE,DE-RP,Trier,no,ETAD,SPM,,http://www.spangdahlem.af.mil/,https://en.wikipedia.org/wiki/Spangdahlem_Air_Base,
2718,ETAR,large_airport,Ramstein Air Base,49.43690109,7.600279808,776,EU,DE,DE-RP,Ramstein,no,ETAR,RMS,,http://www.ramstein.af.mil/,https://en.wikipedia.org/wiki/Ramstein_Air_Base,Landstuhl Air Base
314608,ETAS,closed,Sembach Air Base,49.507,7.866,1050,EU,DE,DE-RP,Sembach,no,ETAS,SEX,,,https://en.wikipedia.org/wiki/Sembach_Kaserne,
2722,ETHC,medium_airport,Celle Airport,52.59120178,10.02210045,129,EU,DE,DE-NI,,no,ETHC,ZCN,,,,
2724,ETHF,medium_airport,Fritzlar Airport,51.1146,9.286,1345,EU,DE,DE-HE,Fritzlar,no,ETHF,FRZ,,,,
29972,ETIK,heliport,Illesheim Air Base,49.47389984,10.38809967,1079,EU,DE,DE-BY,Storck Barracks,no,ETIK,ILH,,,https://en.wikipedia.org/wiki/Storck_Barracks,
2733,ETIN,small_airport,Flugplatz Kitzingen,49.743099,10.2006,689,EU,DE,DE-BY,Kitzingen,no,EDGY,KZG,,https://www.flugplatz-kitzingen.de/,https://en.wikipedia.org/wiki/Kitzingen_Airport,"ETIN, EDIN, Kitzingen AAF"
2734,ETMN,medium_airport,Nordholz Naval Airbase,53.7677002,8.658499718,74,EU,DE,DE-NI,Cuxhaven,no,ETMN,FCN,,,https://en.wikipedia.org/wiki/Nordholz_Naval_Airbase,Fliegerhorst Nordholz
2736,ETNG,medium_airport,Geilenkirchen Air Base,50.9608,6.04242,296,EU,DE,DE-NW,,no,ETNG,GKE,,,,
2739,ETNL,medium_airport,Rostock-Laage Airport,53.91820145,12.27830029,138,EU,DE,DE-MV,Rostock,yes,ETNL,RLG,,,https://en.wikipedia.org/wiki/Rostock-Laage_Airport,
2741,ETNS,medium_airport,Schleswig Air Base,54.459301,9.51633,70,EU,DE,DE-SH,Jagel,no,ETNS,WBG,,,,
2747,ETOU,medium_airport,Wiesbaden Army Airfield,50.04980087,8.325400352,461,EU,DE,DE-HE,Wiesbaden,no,ETOU,WIE,,,https://en.wikipedia.org/wiki/Wiesbaden_Army_Airfield,
2751,ETSF,medium_airport,Fürstenfeldbruck Air Base,48.205555,11.266944,1703,EU,DE,DE-BY,Fürstenfeldbruck,no,ETSF,FEL,,,https://en.wikipedia.org/wiki/F%C3%BCrstenfeldbruck_Air_Base,
2753,ETSI,medium_airport,Ingolstadt Manching Airport,48.71569824,11.5340004,1202,EU,DE,DE-BY,Manching,no,ETSI,IGS,,,https://en.wikipedia.org/wiki/Ingolstadt_Manching_Airport,
2756,ETUO,closed,Gütersloh Air Base,51.922798,8.30633,236,EU,DE,DE-NW,Gütersloh,no,ETUO,GUT,,,https://en.wikipedia.org/wiki/RAF_G%C3%BCtersloh,"RAF Gütersloh, Princess Royal Barracks Gütersloh"
44006,EVDA,medium_airport,Daugavpils Intrenational Airport,55.94472122,26.66500092,398,EU,LV,LV-DA,Daugavpils,no,EVDA,DGP,,,https://en.wikipedia.org/wiki/Daugavpils_International_Airport,
2757,EVLA,medium_airport,Liepāja International Airport,56.51750183,21.09690094,16,EU,LV,LV-LE,Liepāja,yes,EVLA,LPX,,http://www.liepaja-airport.lv/,https://en.wikipedia.org/wiki/Liep%C4%81ja_International_Airport,
2758,EVRA,large_airport,Riga International Airport,56.92359924,23.97109985,36,EU,LV,LV-RIX,Riga,yes,EVRA,RIX,,http://www.riga-airport.com/,https://en.wikipedia.org/wiki/Riga_International_Airport,
2759,EVVA,medium_airport,Ventspils International Airport,57.35779953,21.5442009,19,EU,LV,LV-VEN,Ventspils,yes,EVVA,VNT,,http://www.airport.ventspils.lv/,https://en.wikipedia.org/wiki/Ventspils_International_Airport,
312885,EWY,closed,RAF Greenham Common,51.379,-1.281,400,EU,GB,GB-ENG,Berkshire,no,EGVI,EWY,,,https://en.wikipedia.org/wiki/RAF_Greenham_Common,
17184,EXI,seaplane_base,Excursion Inlet Seaplane Base,58.420502,-135.449005,0,NA,US,US-AK,Excursion Inlet,yes,,EXI,EXI,,https://en.wikipedia.org/wiki/Excursion_Inlet_Seaplane_Base,
2760,EYKA,medium_airport,Kaunas International Airport,54.96390152,24.08480072,256,EU,LT,LT-KU,Kaunas,yes,EYKA,KUN,,http://www.kaunasair.lt/index.php?lang=2&m=2&p=210,https://en.wikipedia.org/wiki/Kaunas_Airport,Kauno tarptautinis Oro Uostas
30031,EYKL,small_airport,Klaipėda Airport,55.7118988,21.24279976,59,EU,LT,LT-KL,Klaipėda,no,EYKL,KLJ,,http://www.airportklaipeda.lt/,https://en.wikipedia.org/wiki/Klaip%C4%97da_Airport,Klaipėdos oro uostas
2762,EYPA,medium_airport,Palanga International Airport,55.97320175,21.09390068,33,EU,LT,LT-KL,Palanga,yes,EYPA,PLQ,,http://www.palanga-airport.lt/,https://en.wikipedia.org/wiki/Palanga_International_Airport,
2763,EYPP,medium_airport,Panevėžys Air Base,55.72940063,24.46080017,197,EU,LT,LT-PN,Panevėžys,no,EYPP,PNV,,,https://en.wikipedia.org/wiki/Panev%C4%97%C5%BEys_Air_Base,"Pajuostis, Tulpė"
2764,EYSA,medium_airport,Šiauliai International Airport,55.89390182,23.39500046,443,EU,LT,LT-SA,Šiauliai,no,EYSA,SQQ,,http://www.airport.siauliai.lt/,https://en.wikipedia.org/wiki/%C5%A0iauliai_International_Airport,"Zokniai Airport, Zoknių oro uostas"
2766,EYVI,large_airport,Vilnius International Airport,54.634102,25.285801,648,EU,LT,LT-VL,Vilnius,yes,EYVI,VNO,,http://www.vilnius-airport.lt/en/,https://en.wikipedia.org/wiki/Vilnius_International_Airport,
17188,F23,small_airport,Ranger Municipal Airport,32.45259857,-98.68280029,1470,NA,US,US-TX,Ranger,no,F23,RGR,F23,,,
2767,FAAB,medium_airport,Alexander Bay Airport,-28.575001,16.5333,98,AF,ZA,ZA-NC,Alexander Bay,no,FAAB,ALJ,,,https://en.wikipedia.org/wiki/Alexander_Bay_Airport,Kortdoorn
2768,FAAG,medium_airport,Aggeneys Airport,-29.28179932,18.81389999,2648,AF,ZA,ZA-NC,Aggeneys,no,FAAG,AGZ,,,,
2769,FAAL,small_airport,Alldays Airport,-22.67900085,29.05550003,2600,AF,ZA,ZA-NP,Alldays,no,FAAL,ADY,,,,
2771,FABE,medium_airport,Bisho Airport,-32.89709854,27.27910042,1950,AF,ZA,ZA-EC,Bisho,no,FABE,BIY,,,,
2772,FABL,medium_airport,Bram Fischer International Airport,-29.09269905,26.30240059,4458,AF,ZA,ZA-FS,Bloemfontain,yes,FABL,BFN,,,https://en.wikipedia.org/wiki/Bloemfontein_Airport,
41152,FABU,small_airport,Bultfontein Airport,-28.273369,26.135835,4400,AF,ZA,ZA-FS,Bultfontein,no,FABU,UTE,,,,
41263,FACC,small_airport,Arathusa Safari Lodge Airport,-24.744165,31.522499,1289,AF,ZA,ZA-NP,Arathusa,no,FAAR,ASS,,http://arathusa.co.za/getting-to-arathusa-by-scheduled-flight/,https://ceb.wikipedia.org/wiki/Arathusa_Safari_Lodge_Airport,FACC
29908,FACD,small_airport,Cradock Airport,-32.15670013,25.64559937,3110,AF,ZA,ZA-EC,Cradock,no,FACD,CDO,,,,
2775,FACT,large_airport,Cape Town International Airport,-33.96480179,18.60169983,151,AF,ZA,ZA-WC,Cape Town,yes,FACT,CPT,,http://www.airports.co.za/home.asp?pid=229,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,"Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
2777,FADK,small_airport,Mubatuba Airport,-28.36840057,32.24810028,210,AF,ZA,ZA-NL,Mubatuba,no,FADK,DUK,FA65,,,
32185,FADQ,small_airport,Zulu Inyala Airport,-27.84939957,32.30970001,160,AF,ZA,ZA-NL,Phinda,no,FADQ,PZL,,,,
2779,FAEL,medium_airport,Ben Schoeman Airport,-33.03559875,27.82589912,435,AF,ZA,ZA-EC,East London,yes,FAEL,ELS,,http://www.airports.co.za/home.asp?pid=415,https://en.wikipedia.org/wiki/East_London_Airport,
27281,FAEM,small_airport,Empangeni Airport,-28.71999931,31.88999939,251,AF,ZA,ZA-NL,Empangeni,no,FAEM,EMG,,,,
29846,FAER,small_airport,Ellisras Matimba Airport,-23.72669983,27.68829918,2799,AF,ZA,ZA-NP,Ellisras,no,FAER,ELL,,,,
2781,FAFB,medium_airport,Ficksburg Sentraoes Airport,-28.82309914,27.90889931,5315,AF,ZA,ZA-FS,Ficksburg,no,FAFB,FCB,,,,
2782,FAGC,medium_airport,Grand Central Airport,-25.98629951,28.14010048,5325,AF,ZA,ZA-GT,Midrand,no,FAGC,GCJ,,,https://en.wikipedia.org/wiki/Grand_Central_Airport,
2783,FAGG,large_airport,George Airport,-34.0056,22.378902,648,AF,ZA,ZA-WC,George,yes,FAGG,GRJ,,,https://en.wikipedia.org/wiki/George_Airport,PW Botha Airport
27283,FAGI,small_airport,Giyani Airport,-23.2833004,30.64999962,1584,AF,ZA,ZA-NP,Giyani,no,FAGI,GIY,,,,
2784,FAGM,medium_airport,Rand Airport,-26.24250031,28.15119934,5483,AF,ZA,ZA-GT,Johannesburg,yes,FAGM,QRA,,,https://en.wikipedia.org/wiki/Rand_Airport,
29948,FAHL,small_airport,Hluhluwe Airport,-28.01660499,32.27517128,249,AF,ZA,ZA-NL,Hluhluwe,no,FAHL,HLW,,,https://en.wikipedia.org/wiki/Hluhluwe_Airport,
2789,FAHR,medium_airport,Harrismith Airport,-28.23509979,29.10619926,5585,AF,ZA,ZA-FS,Harrismith,no,FAHR,HRS,,,,
2790,FAHS,small_airport,Hoedspruit Air Force Base Airport,-24.36860085,31.04870033,1743,AF,ZA,ZA-NP,Hoedspruit,yes,FAHS,HDS,,,https://en.wikipedia.org/wiki/Hoedspruit_Airport#Eastgate_Airport,
2792,FAJS,large_airport,OR Tambo International Airport,-26.1392,28.246,5558,AF,ZA,ZA-GT,Johannesburg,yes,FAOR,JNB,,http://www.acsa.co.za/home.asp?pid=228,https://en.wikipedia.org/wiki/OR_Tambo_International_Airport,Johannesburg International Airport
2793,FAKD,medium_airport,P C Pelser Airport,-26.87109947,26.71800041,4444,AF,ZA,ZA-NW,Klerksdorp,no,FAKD,KXE,,,,
2794,FAKM,medium_airport,Kimberley Airport,-28.80279922,24.76519966,3950,AF,ZA,ZA-NC,Kimberley,yes,FAKM,KIM,,,https://en.wikipedia.org/wiki/Kimberley_Airport,
2795,FAKN,medium_airport,Kruger Mpumalanga International Airport,-25.38319969,31.10560036,2829,AF,ZA,ZA-MP,Mpumalanga,yes,FAKN,MQP,,,https://en.wikipedia.org/wiki/Kruger_Mpumalanga_International_Airport,
30038,FAKP,small_airport,Komatipoort Airport,-25.44029999,31.93000031,541,AF,ZA,ZA-MP,Komatipoort,no,FAKP,KOF,,,,
2798,FAKU,medium_airport,Johan Pienaar Airport,-27.45669937,23.41139984,4382,AF,ZA,ZA-NC,Kuruman,no,FAKU,KMH,,,https://en.wikipedia.org/wiki/Johan_Pienaar_Airport,
2799,FAKZ,medium_airport,Kleinsee Airport,-29.68840027,17.09399986,270,AF,ZA,ZA-NC,Kleinsee,no,FAKZ,KLZ,,,https://en.wikipedia.org/wiki/Kleinzee_Airport,
312922,FAL,closed,Falcon State Airport,26.5856,-99.13985,358,NA,US,US-TX,Roma,no,,FAL,,,,
2800,FALA,medium_airport,Lanseria Airport,-25.93849945,27.92609978,4517,AF,ZA,ZA-GT,Johannesburg,yes,FALA,HLA,,,https://en.wikipedia.org/wiki/Lanseria_Airport,
2801,FALC,medium_airport,Lime Acres Finsch Mine Airport,-28.36009979,23.43910027,4900,AF,ZA,ZA-NC,Lime Acres,no,FALC,LMR,,,,
41262,FALD,small_airport,Londolozi Airport,-24.7478,31.4743,1300,AF,ZA,ZA-NP,Londolozi,no,FALD,LDZ,,,,
300795,FALE,large_airport,King Shaka International Airport,-29.61444444,31.11972222,295,AF,ZA,ZA-NL,Durban,yes,FALE,DUR,,,https://en.wikipedia.org/wiki/King_Shaka_International_Airport,La Mercy Airport
30093,FALK,small_airport,Lusikisiki Airport,-31.36669922,29.58329964,1831,AF,ZA,ZA-EC,Lusikisiki,no,FALK,LUJ,,,,
2804,FALO,small_airport,Louis Trichardt Airport,-23.06189919,29.86470032,3025,AF,ZA,ZA-NP,Louis Trichardt,no,FALO,LCD,,,,
2805,FALW,medium_airport,Langebaanweg Airport,-32.96889877,18.1602993,108,AF,ZA,ZA-WC,Langebaanweg,no,FALW,SDB,,,https://en.wikipedia.org/wiki/AFB_Langebaanweg,
2806,FALY,medium_airport,Ladysmith Airport,-28.58169937,29.74970055,3548,AF,ZA,ZA-NL,Ladysmith,no,FALY,LAY,,,https://en.wikipedia.org/wiki/Ladysmith_Airport,
2808,FAMD,medium_airport,Malamala Airport,-24.81809998,31.54459953,1124,AF,ZA,ZA-NP,Malamala,yes,FAMD,AAM,,,https://en.wikipedia.org/wiki/Mala_Mala_Airport,
2809,FAMG,medium_airport,Margate Airport,-30.85740089,30.34300041,495,AF,ZA,ZA-NL,Margate,yes,FAMG,MGH,,,https://en.wikipedia.org/wiki/Margate_Airport,
41285,FAMH,small_airport,Musina(Messina) Airport,-22.3560009,29.98620033,1904,AF,ZA,ZA-NP,Musina,no,FAMH,MEZ,,,,
2812,FAMM,medium_airport,Mmabatho International Airport,-25.79840088,25.54800034,4181,AF,ZA,ZA-NW,Mafeking,yes,FAMM,MBD,,,https://en.wikipedia.org/wiki/Mmabatho_International_Airport,Mafikeng
2813,FAMN,medium_airport,Riverside Airport,-25.43000031,31.57670021,1024,AF,ZA,ZA-MP,Malelane,no,FAMN,LLE,,,,
30164,FAMO,small_airport,Mossel Bay Airport,-34.158298,22.058599,531,AF,ZA,ZA-WC,Mossel Bay,no,FAMO,MZY,,http://www.mosselbayaero.com/wmenu.php,,
2815,FAMU,medium_airport,Mkuze Airport,-27.62610054,32.04430008,400,AF,ZA,ZA-NL,Mkuze,no,FAMU,MZQ,,,,
2816,FANC,medium_airport,Newcastle Airport,-27.77059937,29.9769001,4074,AF,ZA,ZA-NL,Newcastle,no,FANC,NCS,,,https://en.wikipedia.org/wiki/Newcastle_Airport_(South_Africa),
41271,FANG,small_airport,Ngala Airport,-24.389,31.326,3357,AF,ZA,ZA-NP,Ngala,no,FANG,NGL,,,,
27289,FANS,small_airport,Nelspruit Airport,-25.5,30.91379929,2875,AF,ZA,ZA-MP,Nelspruit,no,FANS,NLP,,,https://en.wikipedia.org/wiki/Nelspruit_Airport,
2818,FAOB,small_airport,Overberg Airport,-34.55490112,20.2507,52,AF,ZA,ZA-WC,Overberg,no,FAOB,OVG,,,https://en.wikipedia.org/wiki/AFB_Overberg,
2819,FAOH,medium_airport,Oudtshoorn Airport,-33.60699844,22.18899918,1063,AF,ZA,ZA-WC,Oudtshoorn,no,FAOH,OUH,FAOH,,,
31055,FAOR,large_airport,OR Tambo International Airport,-26.1392,28.246,5558,AF,ZA,ZA-GT,Johannesburg,yes,FAOR,JNB,,,,Johannesburg International Airport
27290,FAPA,small_airport,Port Alfred Airport,-33.55419922,26.87770081,275,AF,ZA,ZA-EC,Port Alfred,no,FAPA,AFD,,,https://en.wikipedia.org/wiki/Port_Alfred_Airport,
2820,FAPE,medium_airport,Port Elizabeth Airport,-33.98490143,25.61730003,226,AF,ZA,ZA-EC,Port Elizabeth,yes,FAPE,PLZ,,http://www.acsa.co.za/home.asp?pid=236,https://en.wikipedia.org/wiki/Port_Elizabeth_Airport,Verwoerd International Airport
2821,FAPG,medium_airport,Plettenberg Bay Airport,-34.08816017,23.32872343,465,AF,ZA,ZA-WC,Plettenberg Bay,no,FAPG,PBZ,,,,
2822,FAPH,medium_airport,Hendrik Van Eck Airport,-23.93720055,31.15539932,1432,AF,ZA,ZA-NP,Phalaborwa,yes,FAPH,PHW,,,https://en.wikipedia.org/wiki/Hendrik_Van_Eck_Airport,
2824,FAPJ,medium_airport,Port St Johns Airport,-31.60589981,29.51980019,1227,AF,ZA,ZA-EC,Port St Johns,no,FAPJ,JOH,,,,
30291,FAPK,small_airport,Prieska Airport,-29.68359947,22.77059937,3100,AF,ZA,ZA-NC,Prieska,no,FAPK,PRK,,,,
2825,FAPM,medium_airport,Pietermaritzburg Airport,-29.64900017,30.39870071,2423,AF,ZA,ZA-NL,Pietermaritzburg,yes,FAPM,PZB,,,https://en.wikipedia.org/wiki/Pietermaritzburg_Airport,
2826,FAPN,small_airport,Pilanesberg International Airport,-25.333799,27.173401,3412,AF,ZA,ZA-NW,Pilanesberg,yes,FAPN,NTY,,,https://en.wikipedia.org/wiki/Pilanesberg_International_Airport,
2827,FAPP,medium_airport,Polokwane International Airport,-23.845269,29.458615,4076,AF,ZA,ZA-NP,Polokwane,yes,FAPP,PTG,,,https://en.wikipedia.org/wiki/Polokwane_International_Airport,"FAPB,  AFB Pietersburg,  Pietersburg International Airport, Gateway International Airport"
2828,FAPS,medium_airport,Potchefstroom Airport,-26.67099953,27.08189964,4520,AF,ZA,ZA-NW,Potchefstroom,no,FAPS,PCF,,,,
2830,FAQT,medium_airport,Queenstown Airport,-31.92020035,26.88220024,3637,AF,ZA,ZA-EC,Queenstown,no,FAQT,UTW,,,,
2831,FARB,medium_airport,Richards Bay Airport,-28.74099922,32.09209824,109,AF,ZA,ZA-NL,Richards Bay,yes,FARB,RCB,,,https://en.wikipedia.org/wiki/Richards_Bay_Airport,
30329,FARI,small_airport,Reivilo Airport,-27.54719925,24.17250061,4715,AF,ZA,ZA-NW,Reivilo,no,FARI,RVO,,,,
2833,FARS,medium_airport,Robertson Airport,-33.81219864,19.90279961,640,AF,ZA,ZA-WC,Robertson,no,FARS,ROD,,,,
2834,FASB,medium_airport,Springbok Airport,-29.68930054,17.93959999,2690,AF,ZA,ZA-NC,Springbok,no,FASB,SBU,,,,
2835,FASC,medium_airport,Secunda Airport,-26.52409935,29.17009926,5250,AF,ZA,ZA-MP,Secunda,no,FASC,ZEC,,,,
41210,FASE,small_airport,Sabi Sabi Airport,-24.94737543,31.44884777,1276,AF,ZA,ZA-MP,Belfast,no,FASE,GSS,,,,
2839,FASS,medium_airport,Sishen Airport,-27.64859962,22.9993,3848,AF,ZA,ZA-NC,Sishen,no,FASS,SIS,,,,
2841,FASZ,medium_airport,Skukuza Airport,-24.96089935,31.58869934,1020,AF,ZA,ZA-MP,Skukuza,no,FASZ,SZK,,,https://en.wikipedia.org/wiki/Skukuza_Airport,
30485,FATH,small_airport,Thohoyandou Airport,-23.07690048,30.38360023,2021,AF,ZA,ZA-NP,Thohoyandou,no,FATH,THY,,,,
30482,FATN,small_airport,Thaba Nchu Tar Airport,-29.31780052,26.82279968,4941,AF,ZA,ZA-FS,Homeward,no,FATN,TCU,,,,
2845,FATZ,medium_airport,Tzaneen Airport,-23.82439995,30.32929993,1914,AF,ZA,ZA-NP,Tzaneen,no,FATZ,LTA,,,,
2846,FAUL,medium_airport,Prince Mangosuthu Buthelezi Airport,-28.32060051,31.41650009,1720,AF,ZA,ZA-NL,Ulundi,no,FAUL,ULD,,,https://en.wikipedia.org/wiki/Ulundi_Airport,
2847,FAUP,medium_airport,Pierre Van Ryneveld Airport,-28.39909935,21.2602005,2782,AF,ZA,ZA-NC,Upington,yes,FAUP,UTN,,,https://en.wikipedia.org/wiki/Upington_Airport,
2848,FAUT,medium_airport,K. D. Matanzima Airport,-31.54636318,28.6733551,2400,AF,ZA,ZA-EC,Mthatha,yes,FAUT,UTT,,,https://en.wikipedia.org/wiki/K.D._Matanzima_Airport,Umtata
2849,FAVB,medium_airport,Vryburg Airport,-26.98240089,24.72879982,3920,AF,ZA,ZA-NW,Vyrburg,no,FAVB,VRU,,,https://en.wikipedia.org/wiki/Vryburg_Airport,
2850,FAVG,medium_airport,Virginia Airport,-29.77059937,31.0583992,20,AF,ZA,ZA-NL,Durban,no,FAVG,VIR,,,,
2852,FAVR,medium_airport,Vredendal Airport,-31.64100075,18.5447998,330,AF,ZA,ZA-WC,Vredendal,no,FAVR,VRE,,,,
30542,FAVY,small_airport,Vryheid Airport,-27.78689957,30.79640007,3799,AF,ZA,ZA-NL,Vryheid,no,FAVY,VYD,,,,
2854,FAWB,medium_airport,Wonderboom Airport,-25.6539,28.224199,4095,AF,ZA,ZA-GT,Pretoria,yes,FAWB,PRY,,http://www.wonderboomairport.co.za/,https://en.wikipedia.org/wiki/Wonderboom_Airport,
2856,FAWK,medium_airport,Waterkloof Air Force Base,-25.82999992,28.22249985,4940,AF,ZA,ZA-GT,Pretoria,no,FAWK,WKF,,,https://en.wikipedia.org/wiki/AFB_Waterkloof,AFB
2860,FBFT,medium_airport,Francistown Airport,-21.1595993,27.47450066,3283,AF,BW,BW-NE,Francistown,yes,FBFT,FRW,,,https://en.wikipedia.org/wiki/Francistown_Airport,
29891,FBGZ,small_airport,Ghanzi Airport,-21.69249916,21.65810013,3730,AF,BW,BW-GH,Ghanzi,yes,FBGZ,GNZ,,,https://en.wikipedia.org/wiki/Ghanzi_Airport,
2861,FBJW,medium_airport,Jwaneng Airport,-24.60230064,24.69099998,3900,AF,BW,BW-SO,,yes,FBJW,JWA,,,https://en.wikipedia.org/wiki/Jwaneng_Airport,
2862,FBKE,medium_airport,Kasane Airport,-17.83289909,25.16239929,3289,AF,BW,BW-NW,Kasane,yes,FBKE,BBK,,,https://en.wikipedia.org/wiki/Kasane_Airport,
31751,FBKR,small_airport,Khwai River Lodge Airport,-19.14999962,23.78300095,3000,AF,BW,BW-NW,Khwai River Lodge,no,FBKR,KHW,,,,
313926,FBLO,small_airport,Lobatse Airport,-25.1981,25.7139,3823,AF,BW,BW-SE,Lobatse,no,FBLO,LOQ,,,https://en.wikipedia.org/wiki/Lobatse_Airport,
2863,FBMN,medium_airport,Maun Airport,-19.97260094,23.43110085,3093,AF,BW,BW-NW,Maun,yes,FBMN,MUB,,,https://en.wikipedia.org/wiki/Maun_Airport,
30218,FBOR,small_airport,Orapa Airport,-21.266701,25.3167,3100,AF,BW,BW-CE,Orapa,yes,FBOR,ORP,,,https://en.wikipedia.org/wiki/Orapa_Airport,
32191,FBPY,small_airport,Palapye Airport,-22.56699944,27.14999962,3000,AF,BW,BW-CE,Palapye,no,FBPY,QPH,,,,
2864,FBSK,large_airport,Sir Seretse Khama International Airport,-24.555201,25.9182,3299,AF,BW,BW-SE,Gaborone,yes,FBSK,GBE,,,https://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport,
2865,FBSN,medium_airport,Sua Pan Airport,-20.5534,26.115801,2985,AF,BW,BW-CE,Sowa,no,FBSN,SXN,,,https://en.wikipedia.org/wiki/Sua_Pan_Airport,
2866,FBSP,medium_airport,Selebi Phikwe Airport,-22.0583,27.8288,2925,AF,BW,BW-CE,,yes,FBSP,PKW,,,https://en.wikipedia.org/wiki/Selebi-Phikwe_Airport,
31076,FBSV,small_airport,Savuti Airport,-18.52059937,24.07670021,3150,AF,BW,BW-NW,Savuti,no,FBSV,SVT,,,https://en.wikipedia.org/wiki/Savuti_Airport,
30411,FBSW,small_airport,Shakawe Airport,-18.37389946,21.83259964,3379,AF,BW,BW-NW,Shakawe,yes,FBSW,SWX,,http://www.dca.gov.bw/index.php?sectid=248,https://en.wikipedia.org/wiki/Shakawe_Airport,
30077,FBTL,small_airport,Limpopo Valley Airport,-22.18919945,29.12689972,1772,AF,BW,BW-CE,Tuli Lodge,yes,FBLV,TLD,,,,
30494,FBTS,small_airport,Tshabong Airport,-26.0333004,22.39999962,3179,AF,BW,BW-KG,Tshabong,no,FBTS,TBY,,,,Tsabong
2868,FCBB,medium_airport,Maya-Maya Airport,-4.251699924,15.25300026,1048,AF,CG,CG-12,Brazzaville,yes,FCBB,BZV,,,https://en.wikipedia.org/wiki/Maya-Maya_Airport,
30921,FCBD,small_airport,Djambala Airport,-2.532999992,14.75,2595,AF,CG,CG-14,Djambala,no,FCBD,DJM,,,,
31763,FCBK,small_airport,Kindamba Airport,-3.950000048,14.5170002,1460,AF,CG,CG-12,Kindamba,no,FCBK,KNJ,,,,
31798,FCBL,small_airport,Lague Airport,-2.450000048,14.53299999,2756,AF,CG,CG-14,Lague,no,FCBL,LCO,,,,
